state_name,year,industry_code,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay,lq_avg_annual_pay,lq_annual_avg_emplvl
Idaho,2018,511110,NAICS 511110 Newspaper publishers,61,971,38618445,39782,1.01,1.33
Idaho,2013,10,"Total, all industries",50500,518892,19056479469,36725,1.0,0.98
Idaho,1994,511110,Newspaper publishers,67,1842,33515401,18199,0.84,1.06
Idaho,2022,513110,NAICS 513110 Newspaper publishers,66,661,34474378,52168,0.93,1.16
Illinois,2009,511110,Newspaper publishers,397,11917,514981734,43213,0.95,1.0
Illinois,2015,511110,Newspaper publishers,363,7775,365139619,46961,0.92,0.97
Indiana,1990,10,"Total, all industries",120989,2107087,45369883589,21532,1.01,1.03
Indiana,2002,511110,Newspaper publishers,191,9259,276541206,29866,0.94,1.08
Iowa,2016,10,"10 Total, all industries",94917,1302244,57742562696,44341,0.99,1.0
Iowa,1995,511110,Newspaper publishers,315,6824,124902839,18305,0.82,1.41
Kansas,2017,10,"10 Total, all industries",83794,1129926,51805162618,45848,1.02,0.97
Kansas,2018,10,"10 Total, all industries",83788,1139242,53971420918,47375,1.02,0.97
Kentucky,2014,511110,Newspaper publishers,167,3395,108966280,32099,0.83,1.27
Louisiana,1999,10,"Total, all industries",110093,1495002,40973292075,27407,1.01,0.96
Maine,2017,10,"10 Total, all industries",50873,513363,22311979019,43462,0.99,0.99
Virginia,2008,10,"Total, all industries",222884,2990921,139699526497,46708,0.99,0.97
Washington,2009,511110,Newspaper publishers,167,5413,218237498,40316,0.9,0.89
West Virginia,2003,10,"Total, all industries",43528,542349,15380344845,28359,0.98,0.95
Wyoming,2022,10,"10 Total, all industries",28130,208246,11706695354,56216,0.99,0.89
Virgin Islands,2008,10,"Total, all industries",3485,32661,1128409092,34549,0.94,0.85
Virgin Islands,2009,10,"Total, all industries",3448,30691,1054239318,34350,0.93,0.84
Michigan,2020,511110,NAICS 511110 Newspaper publishers,195,2879,134056424,46572,0.85,0.89
Minnesota,2005,10,"Total, all industries",155783,2266499,92847710136,40965,1.01,1.02
Mississippi,1995,10,"Total, all industries",56293,851785,17666845243,20741,0.99,0.96
Missouri,2010,511110,Newspaper publishers,277,5534,185531434,33523,0.89,1.09
Missouri,2014,511110,Newspaper publishers,249,4365,150213941,34413,0.84,1.11
Montana,2006,10,"Total, all industries",38855,346275,10175478328,29386,0.96,0.96
Montana,2009,511110,Newspaper publishers,75,1553,45510388,29305,0.92,1.72
Nevada,2001,10,"Total, all industries",49064,921099,29656518977,32197,0.97,1.05
Nevada,2021,10,"10 Total, all industries",92648,1204467,70688922178,58689,0.98,1.04
New Hampshire,1993,511110,Newspaper publishers,65,2209,48984074,22175,0.93,1.14
New Jersey,2018,10,"10 Total, all industries",263159,3472611,226946160213,65353,1.0,1.01
New Jersey,2021,10,"10 Total, all industries",291231,3384067,259277199768,76617,1.0,1.01
New Mexico,1996,10,"Total, all industries",42575,524449,11868091394,22630,0.96,0.93
New York,2019,511110,NAICS 511110 Newspaper publishers,366,12692,1165446661,91823,1.3,1.5
Ohio,2000,10,"Total, all industries",270617,4778653,154089856342,32245,0.99,1.02
Ohio,2014,10,"Total, all industries",274367,4478047,203671021695,45482,0.99,1.02
Oregon,2005,511110,Newspaper publishers,123,4259,157788066,37047,1.05,0.92
Pennsylvania,1993,10,"Total, all industries",262364,4311748,110831939871,25705,0.99,1.04
Pennsylvania,2012,10,"Total, all industries",335168,4887296,235307351597,48147,1.0,1.04
Pennsylvania,2021,511110,NAICS 511110 Newspaper publishers,227,4851,258195472,53227,0.87,1.2
Rhode Island,2024,513110,NAICS 513110 Newspaper publishers,31,372,18946639,50875,0.7,1.31
South Dakota,2002,10,"Total, all industries",25460,294996,7644669215,25915,0.99,0.97
South Dakota,2015,10,"Total, all industries",30067,344080,13817146610,40157,1.0,0.98
Tennessee,2014,511110,Newspaper publishers,146,4203,164553460,39156,0.94,1.03
Texas,2010,10,"Total, all industries",556286,8363244,398171355643,47610,1.02,0.99
Texas,2017,10,"10 Total, all industries",660399,10151376,574396095911,56583,1.02,0.99
Arizona,2017,511110,NAICS 511110 Newspaper publishers,84,2354,106899011,45416,0.98,0.77
Delaware,2014,10,"Total, all industries",29394,362289,19295404371,53260,1.0,1.01
Florida,2016,10,"10 Total, all industries",651939,7262168,336578713404,46347,0.99,1.03
Florida,1994,511110,Newspaper publishers,309,25598,683174283,26688,1.13,1.17
Florida,2007,511110,Newspaper publishers,416,20072,894081281,44543,1.17,0.98
Florida,2016,511110,NAICS 511110 Newspaper publishers,326,8513,407819452,47907,1.1,0.82
Georgia,2023,10,"10 Total, all industries",378556,4147694,284190666496,68518,1.01,1.01
Hawaii,2009,10,"Total, all industries",37104,469706,18241544870,38836,0.95,0.95
Hawaii,2012,511110,Newspaper publishers,20,855,43035801,50324,1.26,0.83
Idaho,1995,511110,Newspaper publishers,67,1943,36083849,18570,0.83,1.1
Idaho,2020,511110,NAICS 511110 Newspaper publishers,57,753,31886257,42364,0.96,1.24
Ohio,2000,511110,Newspaper publishers,311,17779,598567275,33668,1.05,1.0
Ohio,2015,511110,Newspaper publishers,277,7803,367251131,47067,1.09,1.09
Ohio,2021,511110,NAICS 511110 Newspaper publishers,238,3787,227923108,60186,1.09,1.01
Rhode Island,2007,511110,Newspaper publishers,39,1461,62522886,42809,1.08,1.18
South Carolina,2000,10,"Total, all industries",110221,1507621,41879083562,27778,0.99,0.98
South Carolina,2004,511110,Newspaper publishers,108,4772,152710557,31999,1.03,0.92
South Carolina,2010,511110,Newspaper publishers,104,3090,112635655,36452,1.05,0.89
Kentucky,2009,511110,Newspaper publishers,171,4330,134096434,30967,0.86,1.18
Louisiana,2009,511110,Newspaper publishers,123,3281,126091340,38436,1.0,0.83
Maine,1991,511110,Newspaper publishers,75,2629,59826563,22756,1.12,1.28
Maryland,2013,10,"Total, all industries",165535,2044677,106169110776,51925,0.96,0.96
Minnesota,2004,10,"Total, all industries",149462,2230302,90506869031,40581,1.01,1.02
Minnesota,1996,511110,Newspaper publishers,340,12445,277840142,22325,0.78,1.49
Oklahoma,2019,511110,NAICS 511110 Newspaper publishers,139,1570,49258131,31380,0.7,1.09
Oregon,2006,10,"Total, all industries",122389,1433342,54055569398,37713,0.99,1.0
Oregon,2008,10,"Total, all industries",123137,1436196,57433837029,39990,0.99,1.0
Pennsylvania,2022,10,"10 Total, all industries",371182,5210459,350863056973,67338,1.0,1.04
Pennsylvania,1999,511110,Newspaper publishers,327,23294,710879227,30518,0.94,1.3
Pennsylvania,2022,513110,NAICS 513110 Newspaper publishers,245,4799,280131342,58377,0.84,1.18
South Carolina,2003,511110,Newspaper publishers,104,4511,143582433,31831,1.04,0.85
South Dakota,2000,10,"Total, all industries",24952,305407,7413683378,24275,0.98,0.99
Tennessee,2004,10,"Total, all industries",126207,2246911,78322558490,34858,1.0,1.01
Hawaii,2017,511110,NAICS 511110 Newspaper publishers,16,670,37296586,55653,1.21,0.92
Idaho,2019,10,"10 Total, all industries",60643,631444,27959575455,44279,1.0,0.98
Idaho,1997,511110,Newspaper publishers,66,1978,40203019,20329,0.85,1.12
Iowa,1994,10,"Total, all industries",80136,1068707,23236061370,21742,0.99,1.0
Iowa,2023,10,"10 Total, all industries",104709,1312629,78156300463,59542,1.0,0.98
Iowa,2001,511110,Newspaper publishers,282,6116,146217446,23909,0.86,1.37
Kentucky,2015,511110,Newspaper publishers,166,3153,103719510,32897,0.83,1.26
Louisiana,2010,511110,Newspaper publishers,126,2955,120900300,40910,1.07,0.82
Louisiana,2023,513110,NAICS 513110 Newspaper publishers,105,859,43617310,50782,0.83,0.73
Maine,1994,511110,Newspaper publishers,84,2743,63113831,23013,1.04,1.4
Maine,2023,513110,NAICS 513110 Newspaper publishers,54,743,32918344,44334,0.71,1.86
New Mexico,2016,511110,NAICS 511110 Newspaper publishers,46,1078,37535472,34814,0.89,1.07
New York,2017,10,"10 Total, all industries",623308,7899798,567714796533,71864,1.02,1.0
New York,2000,511110,Newspaper publishers,461,28431,1472763346,51801,1.17,1.04
North Dakota,2010,511110,Newspaper publishers,73,1230,37703974,30658,0.87,1.74
Ohio,2012,511110,Newspaper publishers,293,9668,440812004,45594,1.12,1.12
Oklahoma,2022,10,"10 Total, all industries",117212,1304605,70105516627,53737,0.99,0.94
Oklahoma,2014,511110,Newspaper publishers,152,2788,95010532,34077,0.84,1.19
Oregon,2011,10,"Total, all industries",123466,1342463,56948473103,42421,0.99,0.99
Oregon,2004,511110,Newspaper publishers,124,4224,153211539,36270,1.05,0.91
Oregon,2009,511110,Newspaper publishers,117,3389,135613949,40012,1.04,0.98
Pennsylvania,1997,511110,Newspaper publishers,339,22916,668717499,29181,0.98,1.26
Rhode Island,1990,10,"Total, all industries",29358,386713,8307576262,21483,0.97,1.04
South Carolina,2024,10,"10 Total, all industries",186188,1918452,116436272973,60693,0.99,0.98
South Carolina,2020,511110,NAICS 511110 Newspaper publishers,108,1534,69425665,45248,0.98,0.93
Hawaii,2010,511110,Newspaper publishers,25,1106,57660505,52115,1.35,0.95
Idaho,1991,10,"Total, all industries",29543,319021,6204274801,19448,1.0,0.96
Indiana,2015,10,"Total, all industries",153630,2551010,112552738162,44121,1.01,1.02
Iowa,2017,511110,NAICS 511110 Newspaper publishers,227,3237,116440572,35970,0.84,1.88
Iowa,2021,511110,NAICS 511110 Newspaper publishers,207,2141,79191376,36985,0.72,1.99
Kansas,2014,10,"Total, all industries",80307,1113793,48482989088,43530,1.02,0.97
Kansas,2004,511110,Newspaper publishers,176,3912,95368628,24381,0.76,1.04
Kentucky,1998,10,"Total, all industries",95254,1420467,37830677705,26633,1.0,0.99
Kentucky,2023,513110,NAICS 513110 Newspaper publishers,166,1043,44889855,43032,0.71,0.85
Louisiana,2012,10,"Total, all industries",120436,1540332,67032754610,43518,1.01,0.98
Louisiana,2000,511110,Newspaper publishers,122,4731,143143128,30256,1.1,0.79
Maine,2008,10,"Total, all industries",47746,502142,17888384451,35624,0.99,0.99
Maine,2009,10,"Total, all industries",46761,482505,17251059123,35753,0.99,1.0
Maine,2014,511110,Newspaper publishers,72,1488,50195152,33745,0.9,1.71
Maryland,1991,10,"Total, all industries",123629,1657787,41009452226,24737,0.97,0.97
Maryland,2002,10,"Total, all industries",147743,1977276,74885642748,37873,0.97,0.97
Maryland,1994,511110,Newspaper publishers,75,5566,161781947,29066,1.03,0.7
Maryland,1999,511110,Newspaper publishers,102,5820,212624194,36532,0.88,0.76
Massachusetts,2005,511110,Newspaper publishers,184,10338,521402356,50436,1.04,1.16
Minnesota,2008,10,"Total, all industries",160475,2304189,106100978883,46047,1.01,1.02
Minnesota,2018,10,"10 Total, all industries",168785,2498328,146022554444,58448,1.01,1.02
Mississippi,2001,10,"Total, all industries",59569,884148,22631437034,25597,0.99,0.94
Mississippi,1996,511110,Newspaper publishers,106,2843,58007857,20403,0.95,0.75
Missouri,2016,10,"10 Total, all industries",184588,2340176,108963226993,46562,1.01,1.0
Missouri,1991,511110,Newspaper publishers,302,8730,201027148,23027,1.06,0.95
Missouri,2005,511110,Newspaper publishers,300,7758,267566620,34490,0.99,1.04
South Dakota,1997,511110,Newspaper publishers,107,1702,29403170,17273,0.81,1.45
Texas,2014,10,"Total, all industries",606488,9597288,520333180749,54217,1.02,1.0
Utah,1991,10,"Total, all industries",39181,570801,11658943094,20426,0.99,0.96
Vermont,1997,10,"Total, all industries",21149,230180,5768863383,25062,0.99,1.0
Vermont,2012,10,"Total, all industries",22788,247087,9934370680,40206,0.98,0.98
Virginia,2010,511110,Newspaper publishers,202,7294,321827295,44120,0.96,1.04
Washington,2017,10,"10 Total, all industries",237316,2735142,170164559114,62214,1.0,0.98
Washington,1992,511110,Newspaper publishers,212,7641,176707743,23126,0.91,0.88
Washington,1994,511110,Newspaper publishers,211,8350,200482140,24010,0.92,0.97
Washington,2003,511110,Newspaper publishers,189,8727,296810696,34010,0.88,1.1
West Virginia,1993,10,"Total, all industries",41336,500625,11056935982,22086,1.0,0.96
West Virginia,2023,513110,NAICS 513110 Newspaper publishers,64,753,26602457,35333,0.61,1.75
Wisconsin,2013,10,"Total, all industries",154582,2344169,99796573434,42572,1.0,1.02
Nevada,2022,10,"10 Total, all industries",103366,1315007,80335908930,61092,0.98,1.04
New Jersey,2012,511110,Newspaper publishers,160,7063,424093164,60045,1.11,1.1
North Carolina,2023,10,"10 Total, all industries",366799,4133598,273252474598,66105,1.0,1.0
Ohio,2005,511110,Newspaper publishers,300,15241,620543302,40714,1.13,1.02
Oklahoma,2011,10,"Total, all industries",97053,1190011,47787614994,40157,1.01,0.94
Maryland,2010,511110,Newspaper publishers,120,3387,152430035,45004,0.94,0.7
Maryland,2022,513110,NAICS 513110 Newspaper publishers,147,1069,86476711,80863,1.06,0.58
Massachusetts,2019,10,"10 Total, all industries",253655,3204634,244502598869,76297,1.01,1.03
Massachusetts,2006,511110,Newspaper publishers,185,9648,474253618,49157,0.98,1.12
Michigan,2007,10,"Total, all industries",249746,3564648,153783075669,43141,1.0,1.01
Mississippi,2009,10,"Total, all industries",66200,838234,27701147424,33047,0.99,0.93
Oregon,2017,10,"10 Total, all industries",144582,1596853,80616928033,50485,0.99,1.0
South Dakota,1992,511110,Newspaper publishers,107,1578,22950429,14546,0.83,1.36
South Dakota,2007,511110,Newspaper publishers,94,1555,38632495,24852,0.82,1.54
Utah,2005,10,"Total, all industries",77858,925300,30375868110,32828,0.99,0.99
Utah,2019,10,"10 Total, all industries",104054,1284151,65429728148,50952,1.0,0.99
Vermont,1990,511110,Newspaper publishers,55,1409,22498399,15970,0.78,1.33
Vermont,1995,511110,Newspaper publishers,52,1464,25854064,17662,0.77,1.49
South Dakota,1995,511110,Newspaper publishers,109,1709,26999583,15799,0.81,1.42
South Dakota,1999,511110,Newspaper publishers,109,1666,32237526,19351,0.82,1.43
Tennessee,2003,10,"Total, all industries",124396,2204879,73853100160,33495,1.0,1.01
Tennessee,1990,511110,Newspaper publishers,169,8530,148211236,17375,0.85,0.94
Texas,2000,10,"Total, all industries",470110,7737134,276415865170,35726,1.02,0.98
Texas,2022,10,"10 Total, all industries",788032,11337527,804028623667,70917,1.01,1.0
Vermont,2022,10,"10 Total, all industries",28549,250086,14841570398,59346,0.99,0.97
Vermont,2007,511110,Newspaper publishers,49,1111,31952790,28767,0.81,1.42
Virginia,2010,10,"Total, all industries",222700,2849874,140037138403,49138,1.0,0.97
Washington,2020,511110,NAICS 511110 Newspaper publishers,124,2320,117864199,50813,0.71,0.87
West Virginia,2012,10,"Total, all industries",45564,567438,22276531759,39258,0.99,0.95
West Virginia,2019,511110,NAICS 511110 Newspaper publishers,65,1164,35100913,30160,0.69,1.9
Wyoming,2024,513110,NAICS 513110 Newspaper publishers,48,396,15863314,40067,0.6,2.44
Rhode Island,2010,511110,Newspaper publishers,39,1044,48352942,46330,1.12,1.18
South Dakota,2022,513110,NAICS 513110 Newspaper publishers,77,561,22623584,40327,0.72,1.82
Tennessee,2011,10,"Total, all industries",134970,2185720,93160120554,42622,1.01,1.0
Tennessee,2002,511110,Newspaper publishers,181,8199,223271309,27231,0.86,1.04
Tennessee,2020,511110,NAICS 511110 Newspaper publishers,146,2234,91487356,40949,0.8,0.94
Tennessee,2022,513110,NAICS 513110 Newspaper publishers,161,2035,91950685,45190,0.7,0.93
Texas,2022,513110,NAICS 513110 Newspaper publishers,498,5537,387029351,69899,0.97,0.6
Utah,2000,511110,Newspaper publishers,57,2340,56907814,24324,0.85,0.7
Utah,2003,511110,Newspaper publishers,51,2197,62422288,28413,0.92,0.7
Virginia,2000,10,"Total, all industries",186346,2821858,98669426085,34966,0.99,0.97
Virginia,2019,511110,NAICS 511110 Newspaper publishers,167,4018,268666144,66867,1.18,1.15
Washington,2022,513110,NAICS 513110 Newspaper publishers,128,2122,130007225,61254,0.7,0.87
West Virginia,2007,10,"Total, all industries",44836,569774,18981408169,33314,0.98,0.96
Pennsylvania,2008,10,"Total, all industries",327611,4936679,217742657392,44107,1.0,1.04
Pennsylvania,2013,10,"Total, all industries",327149,4905312,239351296570,48794,1.0,1.04
Rhode Island,2004,10,"Total, all industries",34392,412149,14824318044,35968,0.96,1.03
South Dakota,1995,10,"Total, all industries",23266,269454,5185598250,19245,0.98,0.98
South Dakota,1996,511110,Newspaper publishers,108,1689,27861350,16493,0.81,1.43
Utah,1992,10,"Total, all industries",41218,591449,12730060487,21523,0.99,0.96
Utah,1995,511110,Newspaper publishers,53,2104,39407268,18728,0.81,0.65
Vermont,1996,511110,Newspaper publishers,53,1438,26577700,18477,0.77,1.5
Vermont,2004,511110,Newspaper publishers,55,1342,34221818,25496,0.79,1.55
Vermont,2021,511110,NAICS 511110 Newspaper publishers,41,350,15450954,44177,0.83,1.68
Washington,2007,10,"Total, all industries",213406,2416994,107847855188,44621,0.99,0.98
Washington,2019,10,"10 Total, all industries",248576,2871805,201376522107,70122,1.01,0.98
Hawaii,1991,10,"Total, all industries",29772,438573,10157215284,23160,0.98,0.97
Hawaii,2001,10,"Total, all industries",34047,446130,13301622106,29816,0.96,0.95
Hawaii,2014,10,"Total, all industries",36574,504390,21478467719,42583,0.94,0.95
Hawaii,2019,511110,NAICS 511110 Newspaper publishers,15,586,34939069,59589,1.21,1.0
Idaho,2010,10,"Total, all industries",51791,492915,17060456942,34611,1.0,0.98
Indiana,1999,511110,Newspaper publishers,217,10421,290269644,27854,0.93,1.09
Iowa,2010,10,"Total, all industries",87833,1201166,44958288228,37429,0.99,1.01
Iowa,2012,511110,Newspaper publishers,258,4131,131082295,31735,0.85,1.64
Kansas,1994,10,"Total, all industries",70042,918924,20980038554,22831,1.01,0.97
Kansas,1990,511110,Newspaper publishers,202,4442,76641882,17253,0.86,0.99
Kansas,1997,511110,Newspaper publishers,201,4403,93581564,21256,0.84,1.02
Kansas,2011,511110,Newspaper publishers,157,2437,69787849,28643,0.78,1.01
Louisiana,1992,10,"Total, all industries",90038,1258038,28337937798,22526,1.02,0.96
Louisiana,2020,511110,NAICS 511110 Newspaper publishers,101,1068,47410652,44382,0.92,0.74
Alaska,2004,511110,Newspaper publishers,38,1037,31675108,30542,0.8,1.21
Alaska,2021,511110,NAICS 511110 Newspaper publishers,18,253,10206106,40420,0.68,1.16
Arizona,1997,511110,Newspaper publishers,119,6832,205092754,30019,1.1,1.0
Arizona,2022,513110,NAICS 513110 Newspaper publishers,95,1596,89521040,56076,0.84,0.75
Colorado,2004,511110,Newspaper publishers,178,7043,270366324,38387,0.98,1.13
Connecticut,2008,10,"Total, all industries",109377,1437388,85357256922,59384,1.02,1.01
